value,datetime,variable
83.03481441774551,2020-09-22 15:02:00,var_1
68.46790108502003,2020-09-14 17:29:00,var_1
108.39632099204412,2020-09-27 13:11:00,var_1
86.0587240681476,2020-09-18 21:35:00,var_1
92.0870879645658,2020-09-25 10:12:00,var_1
150.11523859293249,2020-09-25 09:56:00,var_1
108.44875904969109,2020-09-26 20:36:00,var_1
67.9528536188173,2020-09-24 16:35:00,var_1
128.15238230519424,2020-09-28 11:50:00,var_1
86.4523892125289,2020-09-26 09:47:00,var_1
108.41462130996923,2020-09-07 13:54:00,var_1
85.09842539476793,2020-09-13 10:48:00,var_1
128.2356746772658,2020-09-23 09:06:00,var_1
79.3043332358692,2020-09-24 21:46:00,var_1
84.05746268871792,2020-09-13 08:51:00,var_1
95.33151476781171,2020-09-06 11:44:00,var_1
94.9452742997967,2020-09-18 09:44:00,var_1
89.98392833220099,2020-09-15 11:26:00,var_1
72.55603980335725,2020-09-28 15:42:00,var_2
96.69662159394476,2020-09-28 02:52:00,var_1
94.05671134908523,2020-09-28 13:05:00,var_2
88.48856096506637,2020-09-06 12:54:00,var_1
119.10528967486565,2020-09-19 20:50:00,var_1
84.1998010642572,2020-09-27 09:52:00,var_1
87.22422842243608,2020-09-08 18:13:00,var_1
126.5922969192566,2020-10-01 15:12:00,var_2
108.8786326291021,2020-09-28 08:57:00,var_1
122.03859917337677,2020-09-21 09:18:00,var_1
108.82322805693562,2020-09-21 08:01:00,var_1
119.72949761456263,2020-09-11 19:11:00,var_1
85.30492235183846,2020-09-09 14:04:00,var_1
82.94571365574453,2020-09-29 17:52:00,var_1
91.45792731723574,2020-10-01 10:43:00,var_2
110.89701790834157,2020-09-08 14:07:00,var_1
80.2528949548238,2020-09-09 08:51:00,var_1
66.6053871153759,2020-09-26 23:37:00,var_1
96.2226679538089,2020-09-05 13:47:00,var_1
93.42014018547769,2020-09-07 10:01:00,var_1
97.41100726976556,2020-09-06 15:51:00,var_1
78.01877706155891,2020-09-15 11:18:00,var_1
118.72108745695564,2020-09-30 14:24:00,var_1
103.42215389841623,2020-09-05 14:21:00,var_1
141.065044675139,2020-09-12 00:03:00,var_1
102.397226242072,2020-09-18 14:19:00,var_1
78.8075819250397,2020-09-06 12:40:00,var_1
121.37873135026564,2020-09-09 10:49:00,var_2
103.11866232731396,2020-09-21 10:38:00,var_2
101.29761998364006,2020-09-11 06:37:00,var_2
132.44463402635915,2020-09-22 10:43:00,var_1
83.53538716333347,2020-09-26 08:18:00,var_1
110.37478320193316,2020-09-26 14:25:00,var_1
68.51434082737242,2020-09-15 11:15:00,var_1
98.2272232390845,2020-09-05 09:22:00,var_1
67.0633985371384,2020-09-23 19:14:00,var_1
94.36199947747706,2020-09-06 12:08:00,var_1
109.25101598192387,2020-09-11 11:24:00,var_1
123.01747893257179,2020-09-28 12:16:00,var_1
86.34619814671898,2020-09-13 14:30:00,var_1
80.19582852066864,2020-09-26 09:46:00,var_1
78.38806844984076,2020-09-27 11:05:00,var_1
114.64712174595041,2020-09-26 13:05:00,var_1
79.63478245628167,2020-09-26 14:04:00,var_1
89.29851761083246,2020-09-24 11:00:00,var_1
114.19212266024124,2020-09-12 08:36:00,var_1
98.29169589213991,2020-09-30 15:04:00,var_1
59.20684917462177,2020-09-07 12:46:00,var_1
79.44757885165957,2020-09-21 10:33:00,var_1
83.34895924366701,2020-09-28 11:43:00,var_2
57.4735691762907,2020-09-08 11:57:00,var_2
106.3396705975114,2020-10-02 09:15:00,var_1
116.52693228956413,2020-10-04 14:46:00,var_1
33.79707297942963,2020-09-11 18:11:00,var_1
111.90754327533844,2020-10-02 10:17:00,var_1
128.47073216183077,2020-09-14 22:07:00,var_2
108.18977151612536,2020-09-09 10:46:00,var_1
94.06456315043607,2020-09-06 15:00:00,var_1
95.66273468725751,2020-09-22 10:21:00,var_1
106.43020272109798,2020-09-28 21:04:00,var_1
80.60721390330475,2020-09-08 09:17:00,var_1
89.0551988535778,2020-09-09 21:11:00,var_1
103.15343700621513,2020-10-02 11:29:00,var_1
83.20134269399199,2020-10-02 08:49:00,var_1
133.05586145488576,2020-10-02 10:57:00,var_1
131.33052064642644,2020-09-18 19:33:00,var_1
85.47974217291703,2020-09-09 23:21:00,var_1
90.63427187076263,2020-09-28 10:27:00,var_1
99.8602545754368,2020-09-26 18:55:00,var_2
88.97057204207884,2020-09-23 15:23:00,var_1
75.28875741416364,2020-10-02 20:21:00,var_1
80.27238665740319,2020-09-18 18:52:00,var_1
121.76476640607665,2020-09-12 20:05:00,var_1
87.38092585502802,2020-09-15 09:55:00,var_2
101.13296078564508,2020-09-18 09:11:00,var_1
45.863893411034155,2020-09-12 10:09:00,var_1
92.48270264162657,2020-09-12 13:46:00,var_1
73.97351031607973,2020-09-27 08:40:00,var_1
90.49372144362377,2020-09-12 09:09:00,var_1
98.66218040592474,2020-09-15 14:00:00,var_1
90.42523592127232,2020-09-12 10:07:00,var_1
113.33065464445005,2020-09-12 10:43:00,var_1
111.84103017816861,2020-09-19 17:50:00,var_1
108.80525533721732,2020-09-12 03:38:00,var_1
68.81323145828247,2020-09-05 13:20:00,var_1
70.76030461930317,2020-09-06 12:52:00,var_1
93.48089002473856,2020-09-09 10:28:00,var_1
127.6921801548699,2020-09-27 09:21:00,var_1
112.80554536465156,2020-09-26 09:16:00,var_1
104.9023113385852,2020-09-08 19:51:00,var_1
107.06176642112273,2020-09-28 08:53:00,var_1
123.38968224071985,2020-09-17 15:07:00,var_1
60.32521729771464,2020-10-04 13:31:00,var_1
91.77480772006386,2020-10-03 15:17:00,var_1
85.18565882745138,2020-09-28 11:25:00,var_1
88.82058110283484,2020-09-27 13:29:00,var_1
69.98960709354554,2020-09-22 13:09:00,var_1
62.66612070125207,2020-09-06 09:04:00,var_1
116.43904665907478,2020-09-10 00:00:00,var_1
114.15415030407463,2020-09-14 16:00:00,var_2
116.56639867252365,2020-09-07 12:56:00,var_2
102.53530572559174,2020-10-02 08:39:00,var_1
123.66081936214519,2020-09-18 17:46:00,var_1
82.62634865332544,2020-09-17 16:01:00,var_1
76.77413085487103,2020-09-08 20:23:00,var_1
74.25189861210991,2020-09-08 21:07:00,var_1
91.5115018757842,2020-09-21 13:11:00,var_1
82.21946569446538,2020-09-21 11:12:00,var_1
101.15182310160203,2020-09-22 13:26:00,var_1
91.49064931232509,2020-10-04 11:05:00,var_1
102.92880684051936,2020-10-04 13:36:00,var_1
86.07972218548733,2020-09-21 09:30:00,var_1
88.00940923620264,2020-09-21 18:45:00,var_1
124.02268332453798,2020-09-24 07:27:00,var_1
119.43277607637195,2020-09-09 00:57:00,var_1
106.34147208614687,2020-09-05 15:01:00,var_1
96.29569691473115,2020-10-02 14:44:00,var_1
79.79462544871728,2020-09-06 21:47:00,var_1
89.70150562335691,2020-09-23 13:18:00,var_1
86.06330501526959,2020-09-05 09:53:00,var_1
106.74254418189476,2020-09-15 17:53:00,var_1
120.55335971798014,2020-09-27 09:35:00,var_1
70.24980633003142,2020-09-06 12:36:00,var_1
104.77560224702428,2020-09-08 14:28:00,var_1
74.30526560713699,2020-09-29 15:27:00,var_1
113.83514460051822,2020-09-15 10:41:00,var_1
88.54021050127875,2020-09-26 11:18:00,var_1
113.7103999520176,2020-09-05 13:48:00,var_1
126.99399585647384,2020-09-15 16:05:00,var_2
98.94811322684956,2020-09-18 14:09:00,var_1
133.82095391281126,2020-09-28 13:46:00,var_1
119.04938541876793,2020-09-07 17:32:00,var_1
116.08264759739342,2020-09-29 14:42:00,var_2
51.18514021512642,2020-09-18 12:14:00,var_1
86.52301727317665,2020-09-22 14:03:00,var_1
99.29966245889099,2020-09-29 15:54:00,var_1
103.4203373032161,2020-09-20 16:51:00,var_1
126.26385114579395,2020-09-30 20:23:00,var_1
83.35445158270305,2020-09-30 12:08:00,var_2
119.32351436802116,2020-09-08 11:13:00,var_2
104.05108103644278,2020-09-26 18:17:00,var_2
93.25133775835238,2020-09-16 16:43:00,var_1
116.55851042455862,2020-10-04 14:42:00,var_1
85.35280142940374,2020-09-21 14:35:00,var_1
120.51792337044266,2020-09-29 13:48:00,var_1
83.3823967634354,2020-09-06 17:33:00,var_1
86.75581798929613,2020-09-23 08:30:00,var_2
112.93948971604144,2020-09-28 14:04:00,var_1
129.929194394219,2020-09-25 09:18:00,var_1
131.07862545989073,2020-09-12 13:39:00,var_1
148.89998946176414,2020-09-30 11:43:00,var_1
115.32124839611731,2020-09-10 00:29:00,var_1
108.52308271755895,2020-09-06 10:46:00,var_1
126.59745328944322,2020-09-17 18:47:00,var_1
84.59965580789971,2020-09-21 14:49:00,var_1
78.80948128518726,2020-09-27 18:46:00,var_1
68.51595319884419,2020-09-08 09:27:00,var_1
108.0993817536408,2020-09-18 13:21:00,var_1
68.8704416984218,2020-09-05 17:02:00,var_1
125.34499526089836,2020-09-24 21:00:00,var_1
98.99991604028143,2020-09-11 19:55:00,var_1
118.66730502972956,2020-09-28 10:50:00,var_1
131.04672363652045,2020-09-28 09:30:00,var_2
121.94221046191973,2020-09-09 03:38:00,var_1
141.59815296685298,2020-09-30 18:31:00,var_1
101.20788395670596,2020-10-02 09:47:00,var_1
68.83885555808031,2020-09-22 22:33:00,var_1
88.12480332707091,2020-09-26 11:39:00,var_1
86.94569815972089,2020-09-09 19:52:00,var_1
95.43662991436143,2020-09-09 08:42:00,var_1
88.80428877127486,2020-09-08 22:47:00,var_1
108.1406962886635,2020-09-10 14:33:00,var_1
98.41871693100096,2020-09-15 10:28:00,var_1
99.98797064895649,2020-09-29 12:06:00,var_2
90.05102930489667,2020-09-28 09:36:00,var_2
107.38767421936849,2020-09-24 05:15:00,var_1
142.13565973464804,2020-09-26 21:03:00,var_2
89.56019400698969,2020-09-22 14:03:00,var_2
84.53662618075154,2020-09-23 21:10:00,var_1
133.14907175645737,2020-09-26 11:09:00,var_2
73.1425169750298,2020-09-21 16:16:00,var_1
93.77817745589407,2020-09-18 10:58:00,var_2
102.94550008410904,2020-09-22 23:46:00,var_2
84.9462952509529,2020-09-24 08:36:00,var_2
124.85433754309625,2020-09-11 02:13:00,var_1
121.15616765362331,2020-09-17 11:21:00,var_2
147.82694228662282,2020-09-27 10:04:00,var_1
102.41493577109034,2020-09-28 08:54:00,var_1
123.85729760475078,2020-09-29 08:44:00,var_1
117.22794438463279,2020-09-16 16:13:00,var_2
90.37842497222178,2020-10-02 09:01:00,var_1
93.31216892391285,2020-09-05 23:24:00,var_1
62.05674693350749,2020-10-02 06:23:00,var_1
118.58763315507315,2020-09-30 14:23:00,var_1
110.5653924662706,2020-09-22 19:52:00,var_1
78.62790209793536,2020-10-01 19:55:00,var_1
116.68111930361931,2020-09-30 18:22:00,var_1
118.6105105457972,2020-09-29 16:41:00,var_1
107.31581745814762,2020-10-04 14:25:00,var_1
86.26818840589858,2020-09-28 10:32:00,var_1
106.50940968226206,2020-09-09 08:42:00,var_1
99.68891527400055,2020-09-22 08:45:00,var_1
92.2921567856987,2020-09-23 15:02:00,var_1
95.49050875777742,2020-09-09 13:17:00,var_1
107.95480031481588,2020-09-09 10:20:00,var_1
78.1023569668758,2020-10-02 15:12:00,var_1
112.82243031704851,2020-09-12 15:14:00,var_1
105.7587114415885,2020-09-29 08:49:00,var_1
90.20759687428705,2020-09-10 10:30:00,var_2
80.44064208396517,2020-09-22 12:28:00,var_1
94.86242463634815,2020-09-23 10:41:00,var_1
110.06957085202444,2020-09-23 02:11:00,var_1
68.01346429744021,2020-09-23 11:49:00,var_1
91.58004533025542,2020-09-09 12:10:00,var_1
118.83604012478243,2020-09-23 17:45:00,var_1
90.87521914231752,2020-09-23 09:05:00,var_1
124.19614244616398,2020-09-06 20:49:00,var_1
137.60991243518808,2020-09-12 14:47:00,var_1
101.38791660055294,2020-09-09 10:32:00,var_1
94.74210390652266,2020-09-09 17:56:00,var_1
125.1450037885136,2020-09-08 13:40:00,var_1
68.61127508651612,2020-09-26 11:01:00,var_1
81.45345905522855,2020-09-11 19:20:00,var_1
129.35482114361056,2020-09-11 09:03:00,var_1
122.22934311028999,2020-09-11 10:45:00,var_1
82.39984120586185,2020-09-17 23:33:00,var_1
114.95661832751098,2020-09-11 09:48:00,var_1
117.93648518058559,2020-10-04 00:12:00,var_1
147.57787928292558,2020-09-08 14:18:00,var_2
110.79242903830604,2020-09-17 14:01:00,var_2
95.3054246928715,2020-09-18 13:18:00,var_1
99.75567356591343,2020-09-06 18:45:00,var_1
123.57229137823168,2020-09-28 23:47:00,var_1
76.51020337933112,2020-09-18 15:26:00,var_1
82.50847080061115,2020-09-14 10:07:00,var_1
122.22162228078504,2020-09-10 11:34:00,var_2
132.75258783734273,2020-09-29 16:43:00,var_1
114.45388298281368,2020-09-30 18:48:00,var_1
108.62885446834021,2020-09-21 10:25:00,var_1
95.57581165788649,2020-09-11 21:15:00,var_1
109.28990191154577,2020-10-02 13:23:00,var_1
95.47963798789586,2020-09-10 05:55:00,var_1
118.56060782954472,2020-09-10 18:59:00,var_1
102.42901810890844,2020-09-06 01:50:00,var_2
124.52240513569905,2020-09-29 09:10:00,var_1
96.90315432880458,2020-09-28 14:02:00,var_1
95.7535564437181,2020-09-29 12:39:00,var_1
104.89025742895058,2020-09-08 09:52:00,var_1
124.50092063741668,2020-09-22 11:31:00,var_2
108.60894921052568,2020-09-08 09:52:00,var_1
116.77935898678065,2020-09-15 08:44:00,var_1
106.75991912603872,2020-09-11 11:33:00,var_1
85.00437360469164,2020-09-24 12:49:00,var_1
128.26604869791794,2020-09-21 10:22:00,var_2
112.14054317747045,2020-09-22 22:24:00,var_1
74.10788601541338,2020-09-05 11:04:00,var_1
106.94502494509977,2020-10-01 07:38:00,var_2
82.74848017662303,2020-09-25 13:19:00,var_1
148.3233828893467,2020-09-26 06:09:00,var_1
115.2506346286402,2020-09-30 02:45:00,var_1
93.1942555376288,2020-09-13 10:03:00,var_1
133.99206407309032,2020-09-22 15:21:00,var_1
101.41282722305212,2020-09-29 05:14:00,var_1
104.26395789319592,2020-09-13 08:52:00,var_1
95.23401550584559,2020-09-05 13:15:00,var_1
98.27139906382814,2020-09-26 14:30:00,var_1
107.77125900298373,2020-09-26 10:25:00,var_2
92.19608277682087,2020-09-14 09:48:00,var_1
88.5962929476218,2020-09-17 15:01:00,var_2
116.86794925947548,2020-10-03 09:34:00,var_1
139.46200620090298,2020-09-12 10:50:00,var_1
115.85906084727291,2020-09-08 17:15:00,var_1
122.4348489121626,2020-09-06 11:47:00,var_1
97.15358730278852,2020-09-06 09:25:00,var_1
74.48484347593241,2020-09-07 11:57:00,var_1
91.880354499079,2020-09-13 22:29:00,var_1
119.7415911543828,2020-09-29 14:32:00,var_1
141.95842392779068,2020-09-30 19:54:00,var_1
109.29629629549484,2020-09-30 18:12:00,var_1
103.81752949426011,2020-10-01 17:30:00,var_1
84.11942453716607,2020-09-10 23:52:00,var_1
96.83472903747791,2020-09-30 15:33:00,var_1
91.23153686614356,2020-09-29 16:17:00,var_1
97.72837205482666,2020-09-13 16:29:00,var_1
101.55852126638679,2020-09-11 15:51:00,var_1
82.63249997024337,2020-09-11 14:10:00,var_1
61.51480361646128,2020-09-24 10:00:00,var_1
111.66556852441937,2020-09-22 17:00:00,var_1
120.27423014201271,2020-09-23 00:21:00,var_1
127.6527612220096,2020-09-07 15:04:00,var_1
133.25497676656434,2020-09-07 12:00:00,var_1
98.07684686786241,2020-09-11 08:47:00,var_1
125.63999843187288,2020-09-11 10:33:00,var_1
82.23578850101572,2020-09-07 13:13:00,var_1
119.48496904013126,2020-09-26 18:46:00,var_2
128.98339570012547,2020-09-28 19:08:00,var_1
140.29506602257476,2020-09-08 12:23:00,var_2
70.35483263987767,2020-09-23 11:01:00,var_1
63.71176738033829,2020-09-29 16:55:00,var_1
73.35473302613698,2020-09-11 10:18:00,var_1
97.19915782487664,2020-09-27 07:22:00,var_1
91.67760546109858,2020-09-24 16:29:00,var_1
114.09030904887811,2020-09-11 15:21:00,var_1
119.07926647250947,2020-09-06 09:27:00,var_1
135.2676818886922,2020-09-26 14:18:00,var_2
95.37320804289213,2020-09-23 09:18:00,var_1
53.590718174010895,2020-09-08 13:44:00,var_1
105.61056578545977,2020-09-07 13:24:00,var_1
84.73043498221256,2020-09-06 03:04:00,var_2
102.31498361445536,2020-09-07 15:46:00,var_1
88.37256206180867,2020-10-04 19:37:00,var_1
92.99610530980664,2020-10-03 14:14:00,var_1
73.10442785951291,2020-09-08 15:39:00,var_1
127.85269444619337,2020-10-02 08:28:00,var_1
97.04934103297977,2020-09-06 21:41:00,var_1
83.31420574335988,2020-09-21 10:30:00,var_2
85.18189739674796,2020-09-21 17:41:00,var_2
78.80205811332209,2020-09-20 11:10:00,var_1
89.67803897594648,2020-10-04 09:50:00,var_1
126.10937665204749,2020-09-15 12:12:00,var_1
103.38901236203816,2020-09-26 09:17:00,var_1
65.05045561707428,2020-09-28 15:12:00,var_2
82.06756984663468,2020-09-26 01:01:00,var_1
109.82965129611893,2020-09-24 10:00:00,var_1
121.877545830731,2020-10-02 15:22:00,var_1
100.91211198191816,2020-10-01 16:19:00,var_1
91.36670758873406,2020-09-08 13:26:00,var_2
93.36843045778282,2020-10-03 00:08:00,var_1
89.89910733198862,2020-10-03 13:56:00,var_1
79.91794045123896,2020-09-24 11:00:00,var_1
102.4023557384398,2020-10-01 20:17:00,var_1
77.29696733666796,2020-09-30 13:33:00,var_1
127.59962669904918,2020-10-01 13:50:00,var_1
131.8221068803697,2020-10-02 14:34:00,var_1
92.88001485046469,2020-09-19 15:00:00,var_1
93.80011654575505,2020-09-21 01:44:00,var_1
109.41963097106459,2020-09-23 14:00:00,var_1
84.67045722892784,2020-09-29 13:44:00,var_1
82.43852495849339,2020-10-03 13:17:00,var_1
94.34191391133194,2020-09-11 14:38:00,var_1
124.9356782417239,2020-09-27 12:44:00,var_2
59.11883749191973,2020-09-25 06:13:00,var_2
146.18152202524618,2020-09-25 09:07:00,var_1
75.41055194434979,2020-10-01 10:45:00,var_2
113.47750124114908,2020-09-15 11:42:00,var_1
60.557257829302515,2020-09-15 11:21:00,var_1
98.38617919687,2020-09-12 13:25:00,var_1
76.82417580067478,2020-09-11 20:53:00,var_1
84.01590662938888,2020-10-01 02:34:00,var_1
105.38081826412176,2020-10-03 10:17:00,var_1
95.42071652001457,2020-09-29 16:40:00,var_1
74.9818558187079,2020-09-14 11:19:00,var_1
129.5952303274744,2020-09-25 18:23:00,var_1
110.45722078515776,2020-09-14 13:49:00,var_1
